"Timestamp";"DateTime";"Temperature";"CO2";"Humidity";"Noise";"Pressure"
1623881924;"2021-06-17 07:18:44";24.5;361;67;40;1007.7
1623882226;"2021-06-17 07:23:46";24.5;376;67;40;1007.6
1623882529;"2021-06-17 07:28:49";24.5;374;67;40;1007.6
1623882831;"2021-06-17 07:33:51";24.5;374;67;40;1007.6
1623883134;"2021-06-17 07:38:54";24.5;376;67;41;1007.6
1623883436;"2021-06-17 07:43:56";24.5;370;67;41;1007.5
1623883739;"2021-06-17 07:48:59";24.5;374;67;40;1007.4
1623884041;"2021-06-17 07:54:01";24.5;367;67;40;1007.4
1623884344;"2021-06-17 07:59:04";24.5;363;67;40;1007.4
1623884646;"2021-06-17 08:04:06";24.6;372;67;41;1007.2
1623884949;"2021-06-17 08:09:09";24.6;361;67;42;1007.2
1623885251;"2021-06-17 08:14:11";24.6;361;67;42;1007.1
1623885553;"2021-06-17 08:19:13";24.7;365;67;40;1007.2
1623885856;"2021-06-17 08:24:16";24.7;358;67;40;1007.1
1623886158;"2021-06-17 08:29:18";24.7;367;67;43;1007.2
1623886461;"2021-06-17 08:34:21";24.6;356;67;45;1007.2
1623886763;"2021-06-17 08:39:23";24.6;356;66;42;1007.2
1623887066;"2021-06-17 08:44:26";24.6;406;66;44;1007.3
1623887369;"2021-06-17 08:49:29";24.5;397;66;42;1007.3
1623887671;"2021-06-17 08:54:31";24.5;419;66;42;1007.4
1623887974;"2021-06-17 08:59:34";24.6;413;66;43;1007.4
1623888275;"2021-06-17 09:04:35";24.6;390;66;46;1007.4
1623888577;"2021-06-17 09:09:37";24.6;425;66;44;1007.3
1623888881;"2021-06-17 09:14:41";24.7;439;66;44;1007.3
1623889183;"2021-06-17 09:19:43";24.7;425;66;44;1007.3
1623889487;"2021-06-17 09:24:47";24.7;439;66;44;1007.3
1623889789;"2021-06-17 09:29:49";24.8;461;67;44;1007.3
1623890092;"2021-06-17 09:34:52";24.8;459;67;45;1007.3
1623890397;"2021-06-17 09:39:57";24.8;465;67;46;1007.3
1623890699;"2021-06-17 09:44:59";24.9;474;67;47;1007.3
1623891002;"2021-06-17 09:50:02";24.9;472;67;48;1007.3
1623891304;"2021-06-17 09:55:04";25;465;67;48;1007.3
1623891606;"2021-06-17 10:00:06";25;465;67;45;1007.1
1623891909;"2021-06-17 10:05:09";25;478;66;44;1007.1
1623892210;"2021-06-17 10:10:10";25;477;66;48;1007.1
1623892513;"2021-06-17 10:15:13";25;465;66;46;1007.2
1623892813;"2021-06-17 10:20:13";25;461;66;45;1007.2
1623893117;"2021-06-17 10:25:17";25.1;480;66;45;1007.2
1623893419;"2021-06-17 10:30:19";25.1;495;66;45;1007.2
1623893722;"2021-06-17 10:35:22";25.1;472;66;48;1007.1
1623894025;"2021-06-17 10:40:25";25.2;495;66;45;1007.2
1623894328;"2021-06-17 10:45:28";25.2;480;66;44;1007.1
1623894630;"2021-06-17 10:50:30";25.2;486;66;46;1007.2
1623894933;"2021-06-17 10:55:33";25.3;482;66;46;1007.2
1623895235;"2021-06-17 11:00:35";25.3;457;66;47;1007.1
1623895538;"2021-06-17 11:05:38";25.3;460;66;46;1007.1
1623895840;"2021-06-17 11:10:40";25.3;453;66;46;1007.1
1623896143;"2021-06-17 11:15:43";25.4;437;66;46;1007.1
1623896445;"2021-06-17 11:20:45";25.4;444;66;46;1007.1
1623896748;"2021-06-17 11:25:48";25.4;441;66;46;1007
1623897050;"2021-06-17 11:30:50";25.4;440;66;46;1007
1623897353;"2021-06-17 11:35:53";25.5;433;65;45;1006.9
1623897655;"2021-06-17 11:40:55";25.5;440;65;46;1006.9
1623897958;"2021-06-17 11:45:58";25.5;440;65;46;1006.8
1623898260;"2021-06-17 11:51:00";25.5;418;65;46;1006.7
1623898563;"2021-06-17 11:56:03";25.6;440;65;45;1006.7
1623898865;"2021-06-17 12:01:05";25.6;437;65;45;1006.6
1623899167;"2021-06-17 12:06:07";25.6;430;65;48;1006.6
1623899470;"2021-06-17 12:11:10";25.7;433;65;50;1006.5
1623899773;"2021-06-17 12:16:13";25.7;453;65;48;1006.5
1623900075;"2021-06-17 12:21:15";25.7;457;65;48;1006.5
1623900378;"2021-06-17 12:26:18";25.8;473;65;46;1006.5
1623900680;"2021-06-17 12:31:20";25.8;473;65;46;1006.5
1623900983;"2021-06-17 12:36:23";25.8;466;65;48;1006.4
1623901285;"2021-06-17 12:41:25";25.9;480;65;47;1006.4
1623901588;"2021-06-17 12:46:28";25.9;466;65;47;1006.4
1623901890;"2021-06-17 12:51:30";25.9;479;65;46;1006.5
1623902193;"2021-06-17 12:56:33";25.9;492;65;49;1006.4
1623902496;"2021-06-17 13:01:36";26;476;65;47;1006.3
1623902798;"2021-06-17 13:06:38";26;461;65;46;1006.4
1623903100;"2021-06-17 13:11:40";26.1;466;64;45;1006.4
1623903403;"2021-06-17 13:16:43";26.1;466;64;46;1006.3
1623903705;"2021-06-17 13:21:45";26.1;461;64;47;1006.3
1623904008;"2021-06-17 13:26:48";26.2;467;64;47;1006.4
1623904310;"2021-06-17 13:31:50";26.2;461;64;47;1006.4
1623904613;"2021-06-17 13:36:53";26.2;438;64;46;1006.4
1623904915;"2021-06-17 13:41:55";26.2;441;64;47;1006.4
1623905217;"2021-06-17 13:46:57";26.2;449;64;45;1006.4
1623905520;"2021-06-17 13:52:00";26.2;454;64;46;1006.3
1623905822;"2021-06-17 13:57:02";26.2;441;64;46;1006.3
1623906125;"2021-06-17 14:02:05";26.2;454;65;50;1006.4
1623906427;"2021-06-17 14:07:07";26.3;467;65;49;1006.4
1623906730;"2021-06-17 14:12:10";26.4;454;65;48;1006.5
1623907033;"2021-06-17 14:17:13";26.4;451;65;47;1006.6
1623907335;"2021-06-17 14:22:15";26.4;467;65;48;1006.5
1623907638;"2021-06-17 14:27:18";26.4;491;65;49;1006.3
1623907940;"2021-06-17 14:32:20";26.4;512;65;52;1006.4
1623908241;"2021-06-17 14:37:21";26.4;526;65;53;1006.3
1623908544;"2021-06-17 14:42:24";26.2;558;63;50;1006.2
1623908844;"2021-06-17 14:47:24";25.6;565;63;52;1006.2
1623909147;"2021-06-17 14:52:27";25.3;571;64;51;1006.1
1623909449;"2021-06-17 14:57:29";25.2;587;65;52;1006.1
1623909750;"2021-06-17 15:02:30";25.3;593;66;50;1006
1623910052;"2021-06-17 15:07:32";25.4;609;67;48;1005.9
1623910355;"2021-06-17 15:12:35";25.5;587;67;46;1005.8
1623910658;"2021-06-17 15:17:38";25.5;579;66;46;1005.7
1623910960;"2021-06-17 15:22:40";25.1;556;65;48;1005.8
1623911263;"2021-06-17 15:27:43";25;539;66;47;1005.8
1623911566;"2021-06-17 15:32:46";25.1;537;67;48;1005.7
1623911868;"2021-06-17 15:37:48";25.2;549;68;47;1005.7
1623912170;"2021-06-17 15:42:50";25.4;543;68;46;1005.8
1623912473;"2021-06-17 15:47:53";25.2;549;67;46;1005.7
1623912776;"2021-06-17 15:52:56";25.1;544;68;47;1005.7
1623913078;"2021-06-17 15:57:58";25.2;545;68;47;1005.8
1623913381;"2021-06-17 16:03:01";25.3;567;68;49;1005.9
1623913684;"2021-06-17 16:08:04";25.2;543;67;47;1005.9
1623913984;"2021-06-17 16:13:04";25.1;542;68;50;1005.8
1623914287;"2021-06-17 16:18:07";25.2;532;68;47;1005.7
1623914589;"2021-06-17 16:23:09";25.3;553;68;48;1005.6
1623914892;"2021-06-17 16:28:12";25.3;542;67;46;1005.6
1623915194;"2021-06-17 16:33:14";25.1;556;67;47;1005.6
1623915497;"2021-06-17 16:38:17";25.1;552;68;46;1005.6
1623915799;"2021-06-17 16:43:19";25.3;579;68;48;1005.7
1623916102;"2021-06-17 16:48:22";25.3;570;67;47;1005.7
1623916404;"2021-06-17 16:53:24";25.1;556;67;48;1005.7
1623916707;"2021-06-17 16:58:27";25.1;556;68;46;1005.8
1623917010;"2021-06-17 17:03:30";25.2;557;68;48;1006
1623917312;"2021-06-17 17:08:32";25.3;571;67;50;1006
1623917615;"2021-06-17 17:13:35";25.1;544;67;49;1006.1
1623917916;"2021-06-17 17:18:36";25;527;68;47;1006
1623918219;"2021-06-17 17:23:39";25.1;521;68;46;1006.1
1623918520;"2021-06-17 17:28:40";25.2;501;68;50;1006
1623918823;"2021-06-17 17:33:43";25.3;507;68;57;1006.1
1623919125;"2021-06-17 17:38:45";25.2;515;67;54;1006
1623919427;"2021-06-17 17:43:47";25.1;521;68;52;1005.8
1623919730;"2021-06-17 17:48:50";25.2;554;68;52;1006
1623920032;"2021-06-17 17:53:52";25.3;574;68;50;1006
1623920335;"2021-06-17 17:58:55";25.1;596;67;56;1005.9
1623920639;"2021-06-17 18:03:59";25;588;68;53;1006.1
1623920941;"2021-06-17 18:09:01";25.1;541;68;48;1006.1
1623921242;"2021-06-17 18:14:02";25.2;515;68;48;1006
1623921545;"2021-06-17 18:19:05";25.3;506;68;50;1006.1
1623921847;"2021-06-17 18:24:07";25.2;507;67;50;1006.2
1623922149;"2021-06-17 18:29:09";25;509;67;46;1006.1
1623922452;"2021-06-17 18:34:12";25;505;68;49;1006.2
1623922755;"2021-06-17 18:39:15";25.2;515;68;49;1006.4
1623923057;"2021-06-17 18:44:17";25.3;501;68;47;1006.6
1623923359;"2021-06-17 18:49:19";25.2;494;67;45;1006.7
1623923662;"2021-06-17 18:54:22";25.1;505;68;46;1006.7
1623923964;"2021-06-17 18:59:24";25.1;486;68;48;1006.7
1623924267;"2021-06-17 19:04:27";25.2;490;68;50;1006.7
1623924569;"2021-06-17 19:09:29";25.3;510;68;48;1006.7
1623924872;"2021-06-17 19:14:32";25.1;486;67;48;1006.6
1623925175;"2021-06-17 19:19:35";25;495;68;46;1006.6
1623925477;"2021-06-17 19:24:37";25;497;68;46;1006.6
1623925779;"2021-06-17 19:29:39";25.2;486;68;49;1006.6
1623926082;"2021-06-17 19:34:42";25.3;487;68;48;1006.7
1623926385;"2021-06-17 19:39:45";25.1;512;67;46;1006.9
1623926687;"2021-06-17 19:44:47";25;509;68;45;1006.8
1623926994;"2021-06-17 19:49:54";25;493;68;46;1006.9
1623927297;"2021-06-17 19:54:57";25.1;472;68;44;1006.9
1623927599;"2021-06-17 19:59:59";25.2;468;68;43;1006.7
1623927901;"2021-06-17 20:05:01";25.3;433;68;43;1006.8
1623928204;"2021-06-17 20:10:04";25.3;446;67;43;1006.9
1623928507;"2021-06-17 20:15:07";25;461;67;42;1006.9
1623928809;"2021-06-17 20:20:09";24.8;456;68;41;1006.7
1623929111;"2021-06-17 20:25:11";24.8;468;68;42;1006.7
1623929414;"2021-06-17 20:30:14";24.9;449;68;42;1006.9
1623929716;"2021-06-17 20:35:16";25;452;68;43;1007.1
1623930019;"2021-06-17 20:40:19";25;442;68;43;1007.2
1623930321;"2021-06-17 20:45:21";25.1;436;68;43;1007.4
1623930624;"2021-06-17 20:50:24";25.1;452;68;43;1007.2
1623930926;"2021-06-17 20:55:26";25.1;443;68;43;1007.2
1623931229;"2021-06-17 21:00:29";25.2;452;68;43;1007.1
1623931531;"2021-06-17 21:05:31";25.2;439;68;43;1007.2
1623931834;"2021-06-17 21:10:34";25.2;453;68;42;1007.2
1623932136;"2021-06-17 21:15:36";25.2;449;67;42;1007.2
1623932439;"2021-06-17 21:20:39";24.9;435;66;41;1007.4
1623932741;"2021-06-17 21:25:41";24.9;473;66;40;1007.6
1623933044;"2021-06-17 21:30:44";25;451;66;40;1007.6
1623933346;"2021-06-17 21:35:46";25;435;67;41;1007.6
1623933649;"2021-06-17 21:40:49";25.1;431;67;41;1007.6
1623933951;"2021-06-17 21:45:51";25.1;424;67;41;1007.6
1623934254;"2021-06-17 21:50:54";25.2;412;67;41;1007.5
1623934556;"2021-06-17 21:55:56";25.2;433;67;41;1007.4
1623934859;"2021-06-17 22:00:59";25.2;405;67;40;1007.5
1623935162;"2021-06-17 22:06:02";25.2;427;67;40;1007.4
1623935464;"2021-06-17 22:11:04";25.2;419;67;39;1007.4
1623935767;"2021-06-17 22:16:07";25.2;433;67;39;1007.4
1623936069;"2021-06-17 22:21:09";25.2;413;67;40;1007.4
1623936372;"2021-06-17 22:26:12";25.2;424;67;40;1007.4
1623936675;"2021-06-17 22:31:15";25.2;413;67;41;1007.3
1623936977;"2021-06-17 22:36:17";25.2;425;67;40;1007.3
1623937280;"2021-06-17 22:41:20";25.2;410;67;40;1007.3
1623937582;"2021-06-17 22:46:22";25.2;406;67;41;1007.2
1623937885;"2021-06-17 22:51:25";25.2;420;67;40;1007.1
1623938187;"2021-06-17 22:56:27";25.2;424;67;41;1007.1
1623938490;"2021-06-17 23:01:30";25.2;417;67;41;1007.2
1623938792;"2021-06-17 23:06:32";25.2;425;67;39;1007.2
1623939095;"2021-06-17 23:11:35";25.2;421;67;39;1007.1
1623939397;"2021-06-17 23:16:37";25.2;406;67;39;1007.1
1623939700;"2021-06-17 23:21:40";25.2;398;67;40;1007.1
1623940002;"2021-06-17 23:26:42";25.2;421;67;40;1007
1623940305;"2021-06-17 23:31:45";25.2;410;67;40;1006.9
1623940607;"2021-06-17 23:36:47";25.2;420;67;41;1007
1623940910;"2021-06-17 23:41:50";25.2;394;67;40;1007
1623941212;"2021-06-17 23:46:52";25.2;419;67;41;1007
1623941514;"2021-06-17 23:51:54";25.1;414;67;40;1006.9
1623941817;"2021-06-17 23:56:57";25.1;406;67;39;1006.9
1623942120;"2021-06-18 00:02:00";25.2;401;67;39;1006.8
1623942422;"2021-06-18 00:07:02";25.1;410;67;40;1006.7
1623942725;"2021-06-18 00:12:05";25.1;403;67;40;1006.7
1623943027;"2021-06-18 00:17:07";25.1;420;67;40;1006.5
1623943330;"2021-06-18 00:22:10";25.1;398;67;40;1006.5
1623943633;"2021-06-18 00:27:13";25.1;413;67;40;1006.4
1623943935;"2021-06-18 00:32:15";25.1;398;67;40;1006.4
1623944238;"2021-06-18 00:37:18";25.1;394;67;41;1006.4
1623944540;"2021-06-18 00:42:20";25.1;391;67;41;1006.4
1623944842;"2021-06-18 00:47:22";25.1;410;67;41;1006.3
1623945145;"2021-06-18 00:52:25";25.1;428;67;41;1006.3
1623945447;"2021-06-18 00:57:27";25.1;410;67;41;1006.2
1623945749;"2021-06-18 01:02:29";25.1;413;67;41;1006.1
1623946052;"2021-06-18 01:07:32";25.1;406;67;41;1006.1
1623946354;"2021-06-18 01:12:34";25.1;420;67;41;1006
1623946657;"2021-06-18 01:17:37";25.1;406;67;41;1006.1
1623946959;"2021-06-18 01:22:39";25.1;408;67;41;1006.1
1623947262;"2021-06-18 01:27:42";25.1;410;67;41;1006.1
1623947564;"2021-06-18 01:32:44";25.1;409;67;40;1006.1
1623947866;"2021-06-18 01:37:46";25.1;406;67;39;1006
1623948169;"2021-06-18 01:42:49";25.1;409;67;39;1006.1
1623948471;"2021-06-18 01:47:51";25.1;410;67;40;1006.1
1623948774;"2021-06-18 01:52:54";25.1;413;67;40;1006.1
1623949076;"2021-06-18 01:57:56";25.1;414;67;40;1006
1623949379;"2021-06-18 02:02:59";25.1;428;67;40;1005.9
1623949681;"2021-06-18 02:08:01";25.1;421;67;40;1005.9
1623949984;"2021-06-18 02:13:04";25.1;417;67;40;1006
1623950286;"2021-06-18 02:18:06";25.1;417;67;41;1006.1
1623950589;"2021-06-18 02:23:09";25.1;420;67;40;1006.1
1623950891;"2021-06-18 02:28:11";25;413;67;40;1006
1623951193;"2021-06-18 02:33:13";25;424;67;39;1005.9
1623951496;"2021-06-18 02:38:16";25;413;67;39;1005.9
1623951798;"2021-06-18 02:43:18";25;420;67;39;1005.9
1623952101;"2021-06-18 02:48:21";25;421;67;40;1005.8
1623952403;"2021-06-18 02:53:23";25;439;67;40;1005.8
1623952706;"2021-06-18 02:58:26";25;417;67;40;1005.7
1623953008;"2021-06-18 03:03:28";25;413;67;40;1005.7
1623953311;"2021-06-18 03:08:31";25;420;67;41;1005.7
1623953613;"2021-06-18 03:13:33";25;420;67;41;1005.7
1623953916;"2021-06-18 03:18:36";25;417;67;41;1005.7
1623954218;"2021-06-18 03:23:38";25;425;67;40;1005.6
1623954521;"2021-06-18 03:28:41";25;421;68;39;1005.6
1623954823;"2021-06-18 03:33:43";25;432;68;39;1005.6
1623955126;"2021-06-18 03:38:46";25;432;68;39;1005.7
1623955428;"2021-06-18 03:43:48";25;425;68;39;1005.7
1623955730;"2021-06-18 03:48:50";25;435;68;40;1005.7
1623956033;"2021-06-18 03:53:53";25;432;68;40;1005.6
1623956336;"2021-06-18 03:58:56";25;425;68;40;1005.5
1623956638;"2021-06-18 04:03:58";25;420;68;40;1005.6
1623956941;"2021-06-18 04:09:01";25;432;68;40;1005.5
1623957243;"2021-06-18 04:14:03";25;440;68;41;1005.6
1623957546;"2021-06-18 04:19:06";25;432;68;41;1005.7
1623957848;"2021-06-18 04:24:08";25;429;68;39;1005.7
1623958151;"2021-06-18 04:29:11";25;432;68;39;1005.7
1623958454;"2021-06-18 04:34:14";25;417;68;39;1005.7
1623958756;"2021-06-18 04:39:16";25;423;68;40;1005.6
1623959059;"2021-06-18 04:44:19";25;435;68;40;1005.6
1623959361;"2021-06-18 04:49:21";25;432;68;40;1005.6
1623959663;"2021-06-18 04:54:23";25;413;68;40;1005.5
1623959966;"2021-06-18 04:59:26";25;417;68;41;1005.5
1623960268;"2021-06-18 05:04:28";25;432;68;41;1005.6
1623960571;"2021-06-18 05:09:31";25;424;68;41;1005.6
1623960873;"2021-06-18 05:14:33";25;432;69;40;1005.6
1623961176;"2021-06-18 05:19:36";25;424;69;39;1005.5
1623961478;"2021-06-18 05:24:38";25;428;69;39;1005.6
1623961781;"2021-06-18 05:29:41";25;436;69;40;1005.6
1623962083;"2021-06-18 05:34:43";25;429;69;40;1005.7
1623962386;"2021-06-18 05:39:46";25;429;69;40;1005.7
1623962688;"2021-06-18 05:44:48";25;438;69;40;1005.7
1623962991;"2021-06-18 05:49:51";25;429;69;40;1005.7
1623963293;"2021-06-18 05:54:53";25;438;69;40;1005.8
1623963596;"2021-06-18 05:59:56";25;424;69;40;1005.8
1623963898;"2021-06-18 06:04:58";25;420;69;41;1005.8
1623964201;"2021-06-18 06:10:01";25;432;70;39;1005.8
1623964503;"2021-06-18 06:15:03";24.9;425;70;39;1005.7
1623964806;"2021-06-18 06:20:06";24.9;439;70;39;1005.7
1623965108;"2021-06-18 06:25:08";24.9;440;70;40;1005.7
1623965411;"2021-06-18 06:30:11";24.9;420;70;41;1005.7
1623965713;"2021-06-18 06:35:13";24.9;420;70;40;1005.8
1623966016;"2021-06-18 06:40:16";24.9;442;70;41;1005.8
1623966318;"2021-06-18 06:45:18";24.9;434;70;41;1005.8
1623966621;"2021-06-18 06:50:21";24.9;432;70;41;1005.8
1623966923;"2021-06-18 06:55:23";24.9;432;70;41;1005.8
1623967226;"2021-06-18 07:00:26";25;438;70;41;1005.8
1623967528;"2021-06-18 07:05:28";24.9;435;70;40;1005.9
1623967831;"2021-06-18 07:10:31";24.9;423;70;40;1005.8
1623968133;"2021-06-18 07:15:33";25;436;70;40;1005.8
1623968436;"2021-06-18 07:20:36";24.9;445;70;41;1005.8
1623968739;"2021-06-18 07:25:39";24.9;435;71;41;1005.8
1623969041;"2021-06-18 07:30:41";24.9;421;71;41;1005.8
1623969344;"2021-06-18 07:35:44";24.9;439;71;41;1005.8
1623969646;"2021-06-18 07:40:46";24.9;434;71;42;1005.8
1623969949;"2021-06-18 07:45:49";24.9;428;71;43;1006.1
1623970251;"2021-06-18 07:50:51";24.7;440;71;56;1006.1
1623970554;"2021-06-18 07:55:54";24.5;424;72;54;1006.1
1623970857;"2021-06-18 08:00:57";24.2;439;73;45;1006.1
1623971159;"2021-06-18 08:05:59";24.3;444;73;41;1006.1
1623971462;"2021-06-18 08:11:02";24.5;435;73;41;1006.1
1623971764;"2021-06-18 08:16:04";24.5;431;73;42;1006.1
1623972066;"2021-06-18 08:21:06";24.5;420;73;41;1006.1
1623972369;"2021-06-18 08:26:09";24.6;432;73;42;1006
1623972671;"2021-06-18 08:31:11";24.7;428;72;42;1006
1623972974;"2021-06-18 08:36:14";24.7;420;72;41;1006
1623973276;"2021-06-18 08:41:16";24.7;425;72;41;1006
1623973579;"2021-06-18 08:46:19";24.7;420;72;42;1006
1623973881;"2021-06-18 08:51:21";24.7;428;72;42;1005.9
1623974184;"2021-06-18 08:56:24";24.7;403;72;44;1006.1
1623974486;"2021-06-18 09:01:26";24.4;408;73;46;1006
1623974789;"2021-06-18 09:06:29";24;409;73;46;1006
1623975091;"2021-06-18 09:11:31";23.7;414;74;45;1006
1623975402;"2021-06-18 09:16:42";23.5;404;75;45;1005.9
1623975707;"2021-06-18 09:21:47";23.4;378;75;44;1005.8
1623976009;"2021-06-18 09:26:49";23.3;388;75;45;1005.8
1623976311;"2021-06-18 09:31:51";23.2;388;75;46;1005.8
1623976614;"2021-06-18 09:36:54";23.1;385;76;45;1005.6
1623976916;"2021-06-18 09:41:56";23.1;382;76;46;1005.7
1623977219;"2021-06-18 09:46:59";23;388;77;45;1005.8
1623977521;"2021-06-18 09:52:01";23;384;77;45;1005.8
1623977824;"2021-06-18 09:57:04";23;391;77;46;1005.8
1623978126;"2021-06-18 10:02:06";23;388;77;47;1005.8
1623978428;"2021-06-18 10:07:08";23.1;395;77;47;1005.8
1623978730;"2021-06-18 10:12:10";23.1;395;77;46;1005.8
1623979033;"2021-06-18 10:17:13";23.1;389;78;45;1005.8
1623979335;"2021-06-18 10:22:15";23;384;78;44;1005.8
1623979638;"2021-06-18 10:27:18";23.1;392;78;46;1005.8
1623979941;"2021-06-18 10:32:21";23.1;384;78;48;1005.8
1623980244;"2021-06-18 10:37:24";23.1;392;78;48;1005.8
1623980547;"2021-06-18 10:42:27";23.2;403;78;47;1005.8
1623980849;"2021-06-18 10:47:29";23.2;404;78;46;1005.8
1623981152;"2021-06-18 10:52:32";23.2;399;78;46;1005.8
1623981454;"2021-06-18 10:57:34";23.1;404;78;46;1005.8
1623981756;"2021-06-18 11:02:36";23.1;385;79;45;1005.8
1623982059;"2021-06-18 11:07:39";23.1;385;79;47;1005.9
1623982361;"2021-06-18 11:12:41";23.2;407;79;48;1005.8
1623982664;"2021-06-18 11:17:44";23.2;414;79;47;1005.8
1623982966;"2021-06-18 11:22:46";23.2;407;79;47;1005.7
1623983269;"2021-06-18 11:27:49";23.2;407;79;45;1005.7
1623983571;"2021-06-18 11:32:51";23.2;389;79;47;1005.7
1623983874;"2021-06-18 11:37:54";23.1;393;79;46;1005.6
1623984176;"2021-06-18 11:42:56";23.1;392;79;47;1005.6
1623984479;"2021-06-18 11:47:59";23.1;392;79;46;1005.5
1623984781;"2021-06-18 11:53:01";23.1;388;79;47;1005.5
1623985084;"2021-06-18 11:58:04";23.1;373;79;46;1005.4
1623985387;"2021-06-18 12:03:07";23.1;377;80;45;1005.4
1623985689;"2021-06-18 12:08:09";23.1;392;80;47;1005.4
1623985992;"2021-06-18 12:13:12";23.1;377;80;54;1005.4
1623986294;"2021-06-18 12:18:14";23.1;389;80;50;1005.3
1623986598;"2021-06-18 12:23:18";23.1;394;80;49;1005.3
1623986900;"2021-06-18 12:28:20";23.1;392;80;46;1005.2
1623987202;"2021-06-18 12:33:22";23.1;384;80;45;1005.1
1623987505;"2021-06-18 12:38:25";23.1;394;80;47;1005.1
1623987807;"2021-06-18 12:43:27";23.2;389;80;45;1005
1623988110;"2021-06-18 12:48:30";23.2;382;80;46;1004.9
1623988412;"2021-06-18 12:53:32";23.3;384;80;44;1004.8
1623988715;"2021-06-18 12:58:35";23.3;392;80;44;1004.9
1623989017;"2021-06-18 13:03:37";23.4;412;80;46;1004.7
1623989320;"2021-06-18 13:08:40";23.6;419;80;47;1004.7
1623989623;"2021-06-18 13:13:43";23.8;435;79;43;1004.7
1623989925;"2021-06-18 13:18:45";24;445;79;44;1004.6
1623990227;"2021-06-18 13:23:47";24.1;459;79;45;1004.5
1623990530;"2021-06-18 13:28:50";24.2;455;78;44;1004.5
1623990832;"2021-06-18 13:33:52";24.3;462;78;44;1004.5
1623991135;"2021-06-18 13:38:55";24.5;474;78;45;1004.5
1623991437;"2021-06-18 13:43:57";24.5;461;78;46;1004.4
1623991740;"2021-06-18 13:49:00";24.5;470;78;46;1004.4
1623992042;"2021-06-18 13:54:02";24.5;486;77;48;1004.4
1623992345;"2021-06-18 13:59:05";24.5;462;77;46;1004.5
1623992648;"2021-06-18 14:04:08";24.7;501;77;49;1004.5
1623992950;"2021-06-18 14:09:10";24.7;516;77;48;1004.4
1623993252;"2021-06-18 14:14:12";24.8;528;77;49;1004.4
1623993556;"2021-06-18 14:19:16";24.8;515;77;47;1004.3
1623993858;"2021-06-18 14:24:18";24.8;515;77;46;1004.4
1623994161;"2021-06-18 14:29:21";24.8;507;77;47;1004.4
1623994465;"2021-06-18 14:34:25";24.9;501;77;50;1004.5
1623994765;"2021-06-18 14:39:25";24.5;453;77;50;1004.4
1623995069;"2021-06-18 14:44:29";24.5;472;77;45;1004.3
1623995371;"2021-06-18 14:49:31";24.5;453;77;45;1004.2
1623995673;"2021-06-18 14:54:33";24.7;450;77;44;1004.2
1623995976;"2021-06-18 14:59:36";24.8;453;77;42;1004.2
1623996279;"2021-06-18 15:04:39";24.8;441;77;41;1004.1
1623996581;"2021-06-18 15:09:41";24.9;426;76;43;1004
1623996884;"2021-06-18 15:14:44";24.9;446;76;44;1004
1623997186;"2021-06-18 15:19:46";25;446;76;44;1003.9
1623997489;"2021-06-18 15:24:49";25;430;76;43;1003.9
1623997791;"2021-06-18 15:29:51";25;440;76;43;1003.8
1623998094;"2021-06-18 15:34:54";25;433;76;44;1003.8
1623998396;"2021-06-18 15:39:56";25;421;76;48;1003.8
1623998698;"2021-06-18 15:44:58";24.8;414;76;48;1003.8
1623999002;"2021-06-18 15:50:02";24.7;407;76;46;1003.7
1623999304;"2021-06-18 15:55:04";24.5;402;76;49;1003.7
1623999608;"2021-06-18 16:00:08";24.5;398;76;48;1003.7
1623999910;"2021-06-18 16:05:10";24.4;394;77;47;1003.7
1624000213;"2021-06-18 16:10:13";24.3;394;77;48;1003.7
1624000515;"2021-06-18 16:15:15";24.2;390;77;48;1003.8
1624000818;"2021-06-18 16:20:18";24.1;387;77;47;1003.8
